StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-05-12 13:07:06	2020-05-12 13:12:10	IP Address	100	303	True	2020-05-12 13:12:10	R_1JFMc8sAkzRxmwX	email	EN	Yes	more efficient	more efficient	2	"At home

1
"	6	4	6	5	2	4	"At home

1
"	4	4	4	4	6	4	21	50	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	1	0	Yes	No	Better communication	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:07:10	2020-05-12 13:15:31	IP Address	100	500	True	2020-05-12 13:15:31	R_1lfTAWWvVuwX7Nx	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	4	4	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	"At home

1
"	4	"At home

1
"	30	100	No	full professor	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	1	0	0	0	0	No	Yes	NA	NA	NA	NA	NA	Other:	I work from home really well already, I'm hoping I don't have to go back to the office for a long time
2020-05-12 13:08:03	2020-05-12 13:15:59	IP Address	100	476	True	2020-05-12 13:15:59	R_XnB8l9DqoBNCGY1	email	EN	Yes	similarly efficient	similarly efficient	4	3	3	3	3	4	3	3	4	4	3	4	3	3	3	67	63	Yes	full professor	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Male	65 - 74	No	Yes	Underequipped	Living only with partner	NA	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-12 13:10:36	2020-05-12 13:17:10	IP Address	100	393	True	2020-05-12 13:17:10	R_3FIkMtfQcjELzrq	email	EN	Yes	less efficient	less efficient	4	4	"At home

1
"	3	3	4	5	5	5	5	4	3	3	2	4	60	60	Yes	full professor	Physical Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 13:15:28	2020-05-12 13:18:43	IP Address	100	194	True	2020-05-12 13:18:43	R_XmEQRAXsfOpoik1	email	EN	Yes	similarly efficient	similarly efficient	5	5	5	5	5	5	5	5	5	5	6	4	4	"In the office
7
"	6	19	82	Yes	non-academic researcher	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	1	0	No	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:15:48	2020-05-12 13:19:42	IP Address	100	234	True	2020-05-12 13:19:42	R_2upP0nQWqeAb6um	email	EN	Yes	more efficient	similarly efficient	2	2	2	4	3	3	2	2	2	5	4	"At home

1
"	2	3	2	60	80	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:10:16	2020-05-12 13:19:44	IP Address	100	567	True	2020-05-12 13:19:44	R_1Nq6aosF3r4UBKz	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	4	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	81	95	Yes	full professor	Formal Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:08:09	2020-05-12 13:19:53	IP Address	100	703	True	2020-05-12 13:19:53	R_2c56k8Ob6jPwJwN	email	EN	Yes	similarly efficient	similarly efficient	4	4	3	"In the office
7
"	4	"In the office
7
"	3	3	4	"In the office
7
"	"In the office
7
"	4	4	4	4	22	50	Yes	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	0	0	1	1	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:13:44	2020-05-12 13:20:19	IP Address	100	394	True	2020-05-12 13:20:19	R_cZ9b8KD85G1hffb	email	EN	Yes	more efficient	more efficient	2	2	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	4	"At home

1
"	"At home

1
"	"In the office
7
"	"At home

1
"	20	60	Yes	associate professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Living with parents or other adult family members	NA	No	<30 min	0	0	0	0	1	1	Yes	No	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:12:47	2020-05-12 13:22:03	IP Address	100	556	True	2020-05-12 13:22:04	R_2UhHfa2PR5RFRMr	email	EN	Yes	similarly efficient	similarly efficient	5	5	3	6	6	4	3	4	4	5	4	3	3	5	3	85	34	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	<30 min	0	0	0	1	1	0	No	Yes	NA	NA	NA	NA	NA	Other:	Nothing really
2020-05-12 13:18:56	2020-05-12 13:23:17	IP Address	100	260	True	2020-05-12 13:23:17	R_2y3AWsvU4HvZYE4	email	EN	Yes	more efficient	more efficient	3	3	"At home

1
"	4	4	5	"At home

1
"	"At home

1
"	"At home

1
"	6	5	4	4	4	4	15	50	Yes	non-academic researcher	Social Sciences	NA	None of them	No	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:20:40	2020-05-12 13:25:51	IP Address	100	311	True	2020-05-12 13:25:51	R_3Gct7AQqwlh5P8D	email	EN	Yes	less efficient	more efficient	6	6	6	6	6	6	2	6	6	6	6	2	2	6	6	15	50	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	NA	<30 min	0	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:29:23	2020-05-12 13:32:51	IP Address	100	207	True	2020-05-12 13:32:51	R_2dWNcV2KUmUj1r1	email	EN	Yes	less efficient	less efficient	5	6	6	"In the office
7
"	5	4	6	6	4	"In the office
7
"	"In the office
7
"	4	4	6	5	5	25	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Male	35 - 44	Yes	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	2	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:27:40	2020-05-12 13:34:38	IP Address	100	417	True	2020-05-12 13:34:38	R_eECpN2TIyGAEhot	email	EN	Yes	less efficient	less efficient	5	3	5	5	5	6	2	5	2	4	5	3	4	5	5	30	50	Yes	postdoc	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	1	0	1	0	0	0	No	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 13:32:26	2020-05-12 13:36:49	IP Address	100	263	True	2020-05-12 13:36:50	R_27iXqhxfWUo4lVR	email	EN	Yes	less efficient	similarly efficient	6	6	"In the office
7
"	4	5	5	6	6	6	4	4	5	"In the office
7
"	4	5	30	30	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 13:30:24	2020-05-12 13:36:52	IP Address	100	387	True	2020-05-12 13:36:52	R_2Y62H7VetUNyW2A	email	EN	Yes	less efficient	less efficient	4	4	4	6	2	3	6	3	"In the office
7
"	3	4	3	3	3	2	20	28	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	0	0	0	Yes	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:33:30	2020-05-12 13:40:41	IP Address	100	431	True	2020-05-12 13:40:42	R_xbwIQYRot6lTa0N	email	EN	Yes	less efficient	less efficient	6	6	6	4	4	4	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	2	4	6	25	25	No	associate professor	Social Sciences	NA	Research and educational institute	No	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	0	1	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	Other:	I need to work from my office really. There isn’t anything my work can do
2020-05-12 13:34:15	2020-05-12 13:42:49	IP Address	100	513	True	2020-05-12 13:42:49	R_3fOaiqcfZItNnDU	email	EN	Yes	similarly efficient	similarly efficient	2	3	5	5	5	5	2	2	2	6	6	2	6	4	3	30	8	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:41:14	2020-05-12 13:44:41	IP Address	100	206	True	2020-05-12 13:44:41	R_1jVvolcuQwK1xrA	email	EN	No	NA	similarly efficient	4	4	2	"In the office
7
"	"In the office
7
"	6	2	2	2	3	4	"At home

1
"	"At home

1
"	6	4	91	91	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-12 13:44:29	2020-05-12 13:51:15	IP Address	100	405	True	2020-05-12 13:51:15	R_3ew22FhvPBUVLtW	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	10	10	No	assistant professor	Life Sciences	NA	Research and educational institute	No	Prefer not to say	25 - 34	Yes	No	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 13:49:41	2020-05-12 13:53:31	IP Address	100	230	True	2020-05-12 13:53:32	R_VO2cqd50izdLmj7	email	EN	Yes	less efficient	similarly efficient	6	6	"In the office
7
"	6	6	4	6	5	5	"In the office
7
"	"In the office
7
"	6	6	6	6	10	20	Yes	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 13:46:37	2020-05-12 13:53:46	IP Address	100	428	True	2020-05-12 13:53:46	R_2SqQieoBylpb7FK	email	EN	No	NA	similarly efficient	2	2	3	6	6	5	"At home

1
"	"At home

1
"	"At home

1
"	2	5	"At home

1
"	2	6	2	50	40	Yes	research assistant	Social Sciences	NA	Research and educational institute	NA	Female	25 - 34	No	No	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 13:51:40	2020-05-12 13:55:12	IP Address	100	212	True	2020-05-12 13:55:13	R_1M6t8yWAMyX7xHl	email	EN	Yes	less efficient	less efficient	5	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	5	6	3	"In the office
7
"	"In the office
7
"	2	2	"In the office
7
"	4	18	24	No	full professor	Life Sciences	NA	Research and educational institute	No	Prefer not to say	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	NA	30-60 min	0	0	0	1	1	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:47:42	2020-05-12 13:57:26	IP Address	100	583	True	2020-05-12 13:57:27	R_2D7cUga9Xm0ShbH	email	EN	Yes	less efficient	more efficient	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	40	40	Yes	non-academic researcher	Life Sciences	NA	Purely research institute	NA	Male	55 - 64	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	0	0	0	Yes	No	NA	NA	NA	NA	NA	Other:	childcare
2020-05-12 13:51:46	2020-05-12 13:57:43	IP Address	100	356	True	2020-05-12 13:57:43	R_xDXajDo7ZKTbVHb	email	EN	No	NA	similarly efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	100	100	Yes	non-academic researcher	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	No	No	Fully equipped	Living only with partner	NA	No	>60 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other:	NONE
2020-05-12 13:55:31	2020-05-12 13:59:28	IP Address	100	236	True	2020-05-12 13:59:29	R_1cZFkCr9PYf9jY7	email	EN	Yes	less efficient	less efficient	5	5	6	5	4	4	4	4	5	6	6	"In the office
7
"	5	5	6	22	30	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Other:	NA	NA	<30 min	0	0	0	0	1	1	No	No	NA	NA	NA	More tips on working from home	NA	NA	NA
2020-05-12 14:01:47	2020-05-12 14:04:30	IP Address	100	162	True	2020-05-12 14:04:30	R_08v9ER5TFTXXzd7	email	EN	Yes	similarly efficient	similarly efficient	4	4	4	4	4	4	5	3	4	"At home

1
"	"At home

1
"	4	4	4	3	10	20	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:58:30	2020-05-12 14:05:05	IP Address	100	394	True	2020-05-12 14:05:05	R_2yj5ap499g4oaIH	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	2	2	5	6	4	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	5	4	2	6	5	30	39	Yes	assistant professor	Social Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	>60 min	0	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:58:59	2020-05-12 14:07:33	IP Address	100	513	True	2020-05-12 14:07:33	R_21aXLhoikBxfp5t	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	3	2	5	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	4	3	3	2	3	52	65	Yes	full professor	Other:	Public health	Purely research institute	No	Female	55 - 64	Yes	Yes	Underequipped	Other:	Living with partner, adult child, non-family child and adult	No	<30 min	0	0	1	0	0	21	No	Yes	NA	NA	NA	NA	NA	NA	NA
2020-05-12 14:04:27	2020-05-12 14:09:23	IP Address	100	295	True	2020-05-12 14:09:23	R_2cvY0oOaNNgsuO4	email	EN	No	NA	less efficient	5	5	3	6	6	6	5	6	3	6	4	4	3	6	5	29	30	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Male	55 - 64	No	No	Fully equipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	0	0	0	2	3	No	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 14:05:30	2020-05-12 14:11:59	IP Address	100	389	True	2020-05-12 14:12:00	R_5j1XfRWI0iGbVex	email	EN	Yes	similarly efficient	similarly efficient	2	3	6	6	4	4	3	4	3	"In the office
7
"	4	3	3	5	3	29	71	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	NA
2020-05-12 14:08:49	2020-05-12 14:12:57	IP Address	100	248	True	2020-05-12 14:12:57	R_12LIt5FairSmcyN	email	EN	Yes	less efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	6	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	4	3	3	5	3	20	80	Yes	postdoc	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	Other:	organizational support to work from home
2020-05-12 14:09:46	2020-05-12 14:16:14	IP Address	100	388	True	2020-05-12 14:16:17	R_vuydDBbiJQfv7eV	email	EN	Yes	similarly efficient	more efficient	"At home

1
"	2	4	5	5	4	"At home

1
"	"At home

1
"	"At home

1
"	4	4	"At home

1
"	"At home

1
"	5	4	4	61	Yes	postdoc	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	No	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 14:12:37	2020-05-12 14:17:26	IP Address	100	289	True	2020-05-12 14:17:27	R_31sLcQBK8DGwJRa	email	EN	Yes	less efficient	similarly efficient	5	5	5	"In the office
7
"	"In the office
7
"	6	5	5	5	6	"In the office
7
"	6	6	"In the office
7
"	"In the office
7
"	5	20	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	NA
2020-05-12 14:14:43	2020-05-12 14:18:11	IP Address	100	208	True	2020-05-12 14:18:11	R_3fD9PndfdJkJLCp	email	EN	Yes	less efficient	less efficient	6	6	6	4	5	6	2	2	2	4	4	6	5	4	"In the office
7
"	39	13	No	postdoc	Life Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 14:12:48	2020-05-12 14:21:30	IP Address	100	521	True	2020-05-12 14:21:30	R_1nUv8KKxdzfkkbu	email	EN	No	NA	similarly efficient	4	2	4	5	6	3	3	5	3	6	5	3	2	3	2	62	50	Yes	associate professor	Other:	mental health	Research and educational institute	No	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 14:19:55	2020-05-12 14:24:47	IP Address	100	291	True	2020-05-12 14:24:48	R_3HHxSwkOY9uAP1u	email	EN	Yes	less efficient	less efficient	4	4	4	4	4	4	4	4	4	"In the office
7
"	4	4	4	4	4	29	71	Yes	assistant professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	1	0	0	0	0	Yes	Yes	Better communication	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 14:13:37	2020-05-12 14:25:22	IP Address	100	704	True	2020-05-12 14:25:22	R_3KHqdgDEg5yCWNl	email	EN	Yes	less efficient	similarly efficient	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	2	2	4	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	4	29	30	No	associate professor	Social Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
